,formula,error_str,relxed_structure,chgnet_ehull,corrected_chgnet_ehull
102,Ce4 Y2 Si10,no_error,"# generated using pymatgen
data_Ce2YSi5
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   10.21159172
_cell_length_b   6.20712643
_cell_length_c   5.26686766
_cell_angle_alpha   90.00000000
_cell_angle_beta   102.38931027
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ce2YSi5
_chemical_formula_sum   'Ce4 Y2 Si10'
_cell_volume   326.06419167
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ce  Ce0  1  0.78008688  0.50000000  0.82304512  1
  Ce  Ce1  1  0.86713379  0.00000000  0.86368165  1
  Ce  Ce2  1  0.28008688  0.00000000  0.82304512  1
  Ce  Ce3  1  0.36713379  0.50000000  0.86368165  1
  Y  Y4  1  0.61168520  0.00000000  0.25404546  1
  Y  Y5  1  0.11168520  0.50000000  0.25404546  1
  Si  Si6  1  0.85647914  0.71223421  0.35578137  1
  Si  Si7  1  0.53560748  0.50000000  0.40263691  1
  Si  Si8  1  0.55684049  0.19487158  0.73112442  1
  Si  Si9  1  0.55684049  0.80512842  0.73112442  1
  Si  Si10  1  0.35647914  0.78776579  0.35578137  1
  Si  Si11  1  0.35647914  0.21223421  0.35578137  1
  Si  Si12  1  0.03560748  0.00000000  0.40263691  1
  Si  Si13  1  0.05684049  0.69487158  0.73112442  1
  Si  Si14  1  0.05684049  0.30512842  0.73112442  1
  Si  Si15  1  0.85647914  0.28776579  0.35578137  1
",0.07233107089996338,0.07233107089996338
103,Ba1 P2 Pt2,no_error,"# generated using pymatgen
data_Ba(PPt)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.43842791
_cell_length_b   4.48889190
_cell_length_c   5.95862337
_cell_angle_alpha   103.25518033
_cell_angle_beta   101.24797581
_cell_angle_gamma   93.68422399
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ba(PPt)2
_chemical_formula_sum   'Ba1 P2 Pt2'
_cell_volume   112.59410462
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ba  Ba0  1  0.44923899  0.75216493  0.61244763  1
  P  P1  1  0.15461123  0.31492522  0.00851949  1
  P  P2  1  0.88598208  0.05456885  0.20139465  1
  Pt  Pt3  1  0.68938256  0.51579115  0.10570343  1
  Pt  Pt4  1  0.96485958  0.23555234  0.60707726  1
",0.007727205753328192,0.007727205753328192
104,Np2 Si6,No valid decomposition found for PDEntry : Np2 Si6 with energy = -59.3453! (e_h: -0.0247802734375),"# generated using pymatgen
data_NpSi3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.88992465
_cell_length_b   4.31021542
_cell_length_c   5.89497546
_cell_angle_alpha   90.00000000
_cell_angle_beta   119.95167744
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NpSi3
_chemical_formula_sum   'Np2 Si6'
_cell_volume   129.66794064
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Np  Np0  1  0.66713385  0.25000000  0.83507246  1
  Np  Np1  1  0.33286615  0.75000000  0.16492754  1
  Si  Si2  1  0.85267743  0.75000000  0.20395312  1
  Si  Si3  1  0.29748564  0.75000000  0.64825879  1
  Si  Si4  1  0.14732257  0.25000000  0.79604688  1
  Si  Si5  1  0.84903330  0.75000000  0.64809220  1
  Si  Si6  1  0.15096670  0.25000000  0.35190780  1
  Si  Si7  1  0.70251436  0.25000000  0.35174121  1
",0.0,-0.0247802734375
105,Th1 Fe2 As5 S4,no_error,"# generated using pymatgen
data_ThFe2As5S4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.93054913
_cell_length_b   6.07526439
_cell_length_c   6.53183884
_cell_angle_alpha   98.60896515
_cell_angle_beta   103.69227511
_cell_angle_gamma   91.92155379
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ThFe2As5S4
_chemical_formula_sum   'Th1 Fe2 As5 S4'
_cell_volume   225.49222684
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Th  Th0  1  0.01027094  0.19099217  0.82336371  1
  Fe  Fe1  1  0.94701983  0.69331345  0.44081479  1
  Fe  Fe2  1  0.56614261  0.48974118  0.72082914  1
  As  As3  1  0.40686328  0.12780494  0.51176175  1
  As  As4  1  0.70462316  0.36958619  0.39860239  1
  As  As5  1  0.96005788  0.04100918  0.31432176  1
  As  As6  1  0.68136145  0.66747809  0.10183462  1
  As  As7  1  0.28757976  0.81144021  0.07440227  1
  S  S8  1  0.71108921  0.80066866  0.64625571  1
  S  S9  1  0.52253553  0.21129753  0.89645028  1
  S  S10  1  0.21164573  0.60682544  0.71156127  1
  S  S11  1  0.14608883  0.52072969  0.20796557  1
",0.21747214698791506,0.21747214698791506
106,Tm1 Bi1 I2 O6,no_error,"# generated using pymatgen
data_TmBi(IO3)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.65495660
_cell_length_b   6.01896658
_cell_length_c   6.17177853
_cell_angle_alpha   103.16126010
_cell_angle_beta   97.46564134
_cell_angle_gamma   116.12442999
_symmetry_Int_Tables_number   1
_chemical_formula_structural   TmBi(IO3)2
_chemical_formula_sum   'Tm1 Bi1 I2 O6'
_cell_volume   177.17369473
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Tm  Tm0  1  0.12651031  0.80319569  0.88238529  1
  Bi  Bi1  1  0.64726028  0.90154769  0.37933016  1
  I  I2  1  0.39506038  0.27288586  0.66506284  1
  I  I3  1  0.91433224  0.38770353  0.15729585  1
  O  O4  1  0.39620755  0.92999686  0.63289649  1
  O  O5  1  0.78567317  0.43788073  0.64734456  1
  O  O6  1  0.02325538  0.05206952  0.72778915  1
  O  O7  1  0.28236032  0.60327949  0.09287318  1
  O  O8  1  0.86693927  0.69524628  0.14646589  1
  O  O9  1  0.52566292  0.11882644  0.16279845  1
",0.24964969913164659,0.24964969913164659
107,Pu2 Ge2 Pt2,no_error,"# generated using pymatgen
data_PuGePt
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.05165707
_cell_length_b   4.13699733
_cell_length_c   7.87351374
_cell_angle_alpha   90.00000000
_cell_angle_beta   90.24075585
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   PuGePt
_chemical_formula_sum   'Pu2 Ge2 Pt2'
_cell_volume   131.97226689
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Pu  Pu0  1  0.41908008  0.00000000  0.48093250  1
  Pu  Pu1  1  0.41680624  0.50000000  0.98078430  1
  Ge  Ge2  1  0.91484027  0.50000000  0.29941081  1
  Ge  Ge3  1  0.91433711  0.00000000  0.79952837  1
  Pt  Pt4  1  0.92428576  0.00000000  0.11885988  1
  Pt  Pt5  1  0.92636894  0.50000000  0.61874380  1
",0.083293034480171,0.083293034480171
108,Cr5 Ga1 Se7,no_error,"# generated using pymatgen
data_Cr5GaSe7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   7.16270622
_cell_length_b   7.19894920
_cell_length_c   7.23053487
_cell_angle_alpha   119.02458911
_cell_angle_beta   119.22566553
_cell_angle_gamma   91.01393257
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Cr5GaSe7
_chemical_formula_sum   'Cr5 Ga1 Se7'
_cell_volume   268.21064470
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Cr  Cr0  1  0.91705467  0.46331384  0.89431520  1
  Cr  Cr1  1  0.90627330  0.93793041  0.35528378  1
  Cr  Cr2  1  0.40549577  0.94181067  0.86225117  1
  Cr  Cr3  1  0.40196535  0.43222697  0.85453726  1
  Cr  Cr4  1  0.41200584  0.43276378  0.35596293  1
  Ga  Ga5  1  0.76477419  0.80069182  0.85472166  1
  Se  Se6  1  0.16143154  0.18999985  0.36942140  1
  Se  Se7  1  0.65143281  0.67638797  0.33924786  1
  Se  Se8  1  0.14891529  0.18876059  0.85591240  1
  Se  Se9  1  0.16862708  0.69074477  0.37350592  1
  Se  Se10  1  0.64563383  0.17131320  0.33340800  1
  Se  Se11  1  0.15749994  0.67591083  0.85487748  1
  Se  Se12  1  0.64778173  0.19332846  0.85423007  1
",0.20412097944246455,0.20412097944246455
109,Sm2 Pt8 Au4,no_error,"# generated using pymatgen
data_Sm(Pt2Au)2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.41838070
_cell_length_b   7.39105069
_cell_length_c   7.60301436
_cell_angle_alpha   112.71141640
_cell_angle_beta   101.85270825
_cell_angle_gamma   102.93001565
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Sm(Pt2Au)2
_chemical_formula_sum   'Sm2 Pt8 Au4'
_cell_volume   258.93299421
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sm  Sm0  1  0.64823072  0.82567118  0.92464086  1
  Sm  Sm1  1  0.15327739  0.38017953  0.37793656  1
  Pt  Pt2  1  0.16352903  0.95978376  0.80286338  1
  Pt  Pt3  1  0.56554548  0.25806752  0.13155435  1
  Pt  Pt4  1  0.21557709  0.94898473  0.16418034  1
  Pt  Pt5  1  0.90693014  0.60613754  0.16329920  1
  Pt  Pt6  1  0.74635819  0.63626107  0.50076351  1
  Pt  Pt7  1  0.96710857  0.99402373  0.45408347  1
  Pt  Pt8  1  0.40954204  0.86929175  0.52712066  1
  Pt  Pt9  1  0.38846684  0.32409563  0.78058867  1
  Au  Au10  1  0.04870276  0.56987693  0.80145360  1
  Au  Au11  1  0.63808532  0.23286324  0.49337374  1
  Au  Au12  1  0.85899407  0.21068520  0.85967187  1
  Au  Au13  1  0.40592768  0.61038561  0.15337520  1
",0.00202144895281009,0.00202144895281009
110,Li2 Tl1 In1,No valid decomposition found for PDEntry : Li2 Tl1 In1 with energy = -9.9290! (e_h: -0.0017523765563964844),"# generated using pymatgen
data_Li2TlIn
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.86727853
_cell_length_b   4.87895902
_cell_length_c   4.88234083
_cell_angle_alpha   60.11638116
_cell_angle_beta   60.28498500
_cell_angle_gamma   60.18460050
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Li2TlIn
_chemical_formula_sum   'Li2 Tl1 In1'
_cell_volume   82.34575276
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.71268420  0.23973551  0.24547616  1
  Li  Li1  1  0.20623249  0.74139029  0.74555947  1
  Tl  Tl2  1  0.45967643  0.99139135  0.99802999  1
  In  In3  1  0.95362281  0.49305116  0.50260119  1
",0.0,-0.0017523765563964844
111,Na5 P2 O7,no_error,"# generated using pymatgen
data_Na5P2O7
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.19631659
_cell_length_b   5.44649296
_cell_length_c   7.31832864
_cell_angle_alpha   93.33908316
_cell_angle_beta   90.67194352
_cell_angle_gamma   103.21536506
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Na5P2O7
_chemical_formula_sum   'Na5 P2 O7'
_cell_volume   201.22694275
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Na  Na0  1  0.56561429  0.60427152  0.84886716  1
  Na  Na1  1  0.07604719  0.52168944  0.60261367  1
  Na  Na2  1  0.52005864  0.50428845  0.33029794  1
  Na  Na3  1  0.85321462  0.04837972  0.39360401  1
  Na  Na4  1  0.96649688  0.10365944  0.92752858  1
  P  P5  1  0.06278292  0.63275101  0.12174923  1
  P  P6  1  0.43264458  0.06911998  0.64946445  1
  O  O7  1  0.51423285  0.03608251  0.84948026  1
  O  O8  1  0.46116184  0.83463355  0.52361332  1
  O  O9  1  0.09171601  0.54184653  0.92056356  1
  O  O10  1  0.61836170  0.31524632  0.58065845  1
  O  O11  1  0.82224852  0.75777354  0.14012303  1
  O  O12  1  0.04186107  0.41609591  0.25446355  1
  O  O13  1  0.14039600  0.09516515  0.63749629  1
",0.12629997389657266,0.12629997389657266
112,Nd1 U1 Co5 Sn6,no_error,"# generated using pymatgen
data_NdUCo5Sn6
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   6.23451718
_cell_length_b   6.56695435
_cell_length_c   8.18257380
_cell_angle_alpha   103.69207264
_cell_angle_beta   101.41317359
_cell_angle_gamma   115.53477027
_symmetry_Int_Tables_number   1
_chemical_formula_structural   NdUCo5Sn6
_chemical_formula_sum   'Nd1 U1 Co5 Sn6'
_cell_volume   275.97539990
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Nd  Nd0  1  0.81439528  0.14215471  0.17153785  1
  U  U1  1  0.28657790  0.83748524  0.60759302  1
  Co  Co2  1  0.10196200  0.98043171  0.42449326  1
  Co  Co3  1  0.50578449  0.99268442  0.43288579  1
  Co  Co4  1  0.44320275  0.68814770  0.79981813  1
  Co  Co5  1  0.33286245  0.97432859  0.91041566  1
  Co  Co6  1  0.67133348  0.17087494  0.78496626  1
  Sn  Sn7  1  0.99135223  0.29015687  0.61286212  1
  Sn  Sn8  1  0.52580390  0.42908656  0.96966135  1
  Sn  Sn9  1  0.63466104  0.67406735  0.33266871  1
  Sn  Sn10  1  0.90222129  0.92807841  0.80444344  1
  Sn  Sn11  1  0.51262167  0.39406458  0.55241617  1
  Sn  Sn12  1  0.14467276  0.76549717  0.12415873  1
",0.07791766142233847,0.07791766142233847
113,K1 Na2 P2 O9,no_error,"# generated using pymatgen
data_KNa2P2O9
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.50027734
_cell_length_b   6.78558704
_cell_length_c   7.15043244
_cell_angle_alpha   65.16744685
_cell_angle_beta   86.25780488
_cell_angle_gamma   87.98584718
_symmetry_Int_Tables_number   1
_chemical_formula_structural   KNa2P2O9
_chemical_formula_sum   'K1 Na2 P2 O9'
_cell_volume   241.67225706
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  K  K0  1  0.63804918  0.56209636  0.77038051  1
  Na  Na1  1  0.00769639  0.84151472  0.08553744  1
  Na  Na2  1  0.55585841  0.28453937  0.37989241  1
  P  P3  1  0.03624145  0.31608273  0.14842347  1
  P  P4  1  0.13063126  0.90576026  0.52724145  1
  O  O5  1  0.44488204  0.70367294  0.08624016  1
  O  O6  1  0.41006032  0.93415652  0.49879404  1
  O  O7  1  0.86700607  0.49851960  0.15184589  1
  O  O8  1  0.03634925  0.74304797  0.45610341  1
  O  O9  1  0.94614795  0.20748394  0.01901826  1
  O  O10  1  0.00844849  0.14306724  0.39442073  1
  O  O11  1  0.37895823  0.00498842  0.78012917  1
  O  O12  1  0.03510222  0.85847611  0.75031189  1
  O  O13  1  0.30643450  0.37825111  0.10202910  1
",0.34120891775403805,0.34120891775403805
114,Sm1 Zn4 Pd1,No valid decomposition found for PDEntry : Sm1 Zn4 Pd1 with energy = -18.0066! (e_h: -0.0724518895149231),"# generated using pymatgen
data_SmZn4Pd
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.33680010
_cell_length_b   5.30270055
_cell_length_c   5.30552017
_cell_angle_alpha   119.18421012
_cell_angle_beta   90.11053238
_cell_angle_gamma   90.30137406
_symmetry_Int_Tables_number   1
_chemical_formula_structural   SmZn4Pd
_chemical_formula_sum   'Sm1 Zn4 Pd1'
_cell_volume   106.51850488
_cell_formula_units_Z   1
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Sm  Sm0  1  0.44736294  0.50486960  0.58241808  1
  Zn  Zn1  1  0.94913972  0.00256492  0.58193090  1
  Zn  Zn2  1  0.45195385  0.16768793  0.91938789  1
  Zn  Zn3  1  0.95086072  0.50290289  0.08181620  1
  Zn  Zn4  1  0.45044830  0.84097601  0.24457103  1
  Pd  Pd5  1  0.95266001  0.00253490  0.08158892  1
",0.0,-0.0724518895149231
115,Mg4 Ge2,no_error,"# generated using pymatgen
data_Mg2Ge
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   3.36852421
_cell_length_b   4.10260500
_cell_length_c   9.30104315
_cell_angle_alpha   90.84930249
_cell_angle_beta   100.01800701
_cell_angle_gamma   90.00818268
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Mg2Ge
_chemical_formula_sum   'Mg4 Ge2'
_cell_volume   126.56366250
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Mg  Mg0  1  0.93360699  0.23026485  0.71128687  1
  Mg  Mg1  1  0.58353098  0.23900918  0.02179578  1
  Mg  Mg2  1  0.76086066  0.22207413  0.35363542  1
  Mg  Mg3  1  0.35147650  0.72622278  0.54083762  1
  Ge  Ge4  1  0.03256255  0.73583327  0.91465925  1
  Ge  Ge5  1  0.19573914  0.71912315  0.22188783  1
",0.14515781402587935,0.14515781402587935
116,Fe4 O4,no_error,"# generated using pymatgen
data_FeO
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.18814070
_cell_length_b   4.52385237
_cell_length_c   4.52454876
_cell_angle_alpha   89.93212706
_cell_angle_beta   89.90737556
_cell_angle_gamma   89.89297747
_symmetry_Int_Tables_number   1
_chemical_formula_structural   FeO
_chemical_formula_sum   'Fe4 O4'
_cell_volume   85.72417847
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Fe  Fe0  1  0.67964014  0.08529720  0.47086403  1
  Fe  Fe1  1  0.18057404  0.58477470  0.47366005  1
  Fe  Fe2  1  0.17892235  0.08610971  0.97185566  1
  Fe  Fe3  1  0.67981445  0.58633748  0.97220246  1
  O  O4  1  0.67829437  0.08778041  0.96977597  1
  O  O5  1  0.17959302  0.08439998  0.47110184  1
  O  O6  1  0.68043703  0.58374133  0.47383504  1
  O  O7  1  0.18024832  0.58757200  0.97050786  1
",2.86102294921875e-06,2.86102294921875e-06
117,Li2 Er2 Tl4,no_error,"# generated using pymatgen
data_LiErTl2
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   8.95555115
_cell_length_b   5.15792662
_cell_length_c   5.19125522
_cell_angle_alpha   90.00000000
_cell_angle_beta   125.14299585
_cell_angle_gamma   90.00000000
_symmetry_Int_Tables_number   1
_chemical_formula_structural   LiErTl2
_chemical_formula_sum   'Li2 Er2 Tl4'
_cell_volume   196.08456659
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Li  Li0  1  0.72178803  0.50000000  0.90968337  1
  Li  Li1  1  0.22178803  0.00000000  0.90968337  1
  Er  Er2  1  0.22316815  0.50000000  0.41679983  1
  Er  Er3  1  0.72316815  0.00000000  0.41679983  1
  Tl  Tl4  1  0.47074463  0.50000000  0.16189359  1
  Tl  Tl5  1  0.47539843  0.00000000  0.67111298  1
  Tl  Tl6  1  0.97074463  0.00000000  0.16189359  1
  Tl  Tl7  1  0.97539843  0.50000000  0.67111298  1
",0.006499290466309038,0.006499290466309038
118,Dy2 Ga6,no_error,"# generated using pymatgen
data_DyGa3
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.18453345
_cell_length_b   4.23243574
_cell_length_c   8.89830499
_cell_angle_alpha   90.36856205
_cell_angle_beta   90.02830141
_cell_angle_gamma   90.00156932
_symmetry_Int_Tables_number   1
_chemical_formula_structural   DyGa3
_chemical_formula_sum   'Dy2 Ga6'
_cell_volume   157.59254357
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Dy  Dy0  1  0.38928683  0.82346124  0.84011132  1
  Dy  Dy1  1  0.88777898  0.32553370  0.33833117  1
  Ga  Ga2  1  0.88845164  0.32197409  0.83722586  1
  Ga  Ga3  1  0.89164188  0.82052463  0.09038173  1
  Ga  Ga4  1  0.89050476  0.83096213  0.58826490  1
  Ga  Ga5  1  0.38699574  0.32775267  0.59003817  1
  Ga  Ga6  1  0.38796641  0.32467961  0.08773711  1
  Ga  Ga7  1  0.38888118  0.82457381  0.34063369  1
",0.006932497024536133,0.006932497024536133
119,Zr2 Cr2 O8,no_error,"# generated using pymatgen
data_ZrCrO4
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   5.11700386
_cell_length_b   5.47671172
_cell_length_c   5.87709422
_cell_angle_alpha   89.76702590
_cell_angle_beta   88.98148843
_cell_angle_gamma   89.29965848
_symmetry_Int_Tables_number   1
_chemical_formula_structural   ZrCrO4
_chemical_formula_sum   'Zr2 Cr2 O8'
_cell_volume   164.66223081
_cell_formula_units_Z   2
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Zr  Zr0  1  0.01445912  0.87221070  0.69601994  1
  Zr  Zr1  1  0.50785803  0.37526290  0.48535429  1
  Cr  Cr2  1  0.90095868  0.87004574  0.22616826  1
  Cr  Cr3  1  0.14434803  0.37041075  0.93946554  1
  O  O4  1  0.89314725  0.63835730  0.97927263  1
  O  O5  1  0.78505511  0.10280102  0.46402828  1
  O  O6  1  0.78470358  0.64166170  0.46673737  1
  O  O7  1  0.32894404  0.36644110  0.18851405  1
  O  O8  1  0.89590040  0.10484210  0.97939881  1
  O  O9  1  0.20768709  0.86373970  0.33824695  1
  O  O10  1  0.30316024  0.59893347  0.73169326  1
  O  O11  1  0.29737070  0.14727229  0.72350054  1
",0.12205791473388317,0.12205791473388317
120,Ca8 Si4,no_error,"# generated using pymatgen
data_Ca2Si
_symmetry_space_group_name_H-M   'P 1'
_cell_length_a   4.41260108
_cell_length_b   8.31943091
_cell_length_c   9.89531626
_cell_angle_alpha   97.13893227
_cell_angle_beta   90.25528719
_cell_angle_gamma   90.01633239
_symmetry_Int_Tables_number   1
_chemical_formula_structural   Ca2Si
_chemical_formula_sum   'Ca8 Si4'
_cell_volume   360.44052195
_cell_formula_units_Z   4
loop_
 _symmetry_equiv_pos_site_id
 _symmetry_equiv_pos_as_xyz
  1  'x, y, z'
loop_
 _atom_site_type_symbol
 _atom_site_label
 _atom_site_symmetry_multiplicity
 _atom_site_fract_x
 _atom_site_fract_y
 _atom_site_fract_z
 _atom_site_occupancy
  Ca  Ca0  1  0.55268253  0.49563215  0.08194849  1
  Ca  Ca1  1  0.55082496  0.07653119  0.90322858  1
  Ca  Ca2  1  0.54528905  0.39913810  0.71671462  1
  Ca  Ca3  1  0.55437014  0.91676934  0.24230874  1
  Ca  Ca4  1  0.55928565  0.58979827  0.44219832  1
  Ca  Ca5  1  0.05183773  0.71409810  0.90678224  1
  Ca  Ca6  1  0.05441090  0.27720728  0.25558713  1
  Ca  Ca7  1  0.05332332  0.98447748  0.57154966  1
  Si  Si8  1  0.05502754  0.67166256  0.24731645  1
  Si  Si9  1  0.55569156  0.20781441  0.44532433  1
  Si  Si10  1  0.55106483  0.77625483  0.71406226  1
  Si  Si11  1  0.05008922  0.32312239  0.91779071  1
",0.08663439750671342,0.08663439750671342
